ID|Nationality|Age|LeadTime|LodgingRevenue|OtherRevenue|Channel
74609|DEU|58.0|246|612.0|28.0|Agent
74610|DEU|69.0|169|441.0|145.5|Agent
74622|DEU|61.0|265|735.0|70.0|Agent
74624|DEU|51.0|265|735.0|145.0|Agent
74626|ESP|49.0|19|623.0|52.0|Agent
74629|DEU|40.0|263|348.0|56.0|Agent
74634|GBR|46.0|12|415.72|43.5|Agent
74638|DEU|72.0|169|441.0|64.0|Agent
74640|GBR|53.0|37|258.0|23.5|Agent
74642|ITA|83.0|116|429.0|42.0|Agent
74645|PRT|50.0|9|189.0|5.5|Agent
74654|PRT|33.0|5|59.0|7.0|Corporate
74658|DEU|44.0|230|588.0|56.0|Agent
74674|ITA|46.0|48|298.0|18.5|Direct
74678|FRA|44.0|24|1086.0|42.0|Direct
74684|PRT|73.0|0|59.0|17.0|Corporate
74685|FRA|54.0|13|125.0|7.0|Agent
74686|PRT|52.0|147|483.0|123.0|Direct
74690|DEU|37.0|4|399.0|21.0|Agent
74691|FRA|36.0|18|139.24|14.0|Agent
74695|ESP|59.0|4|107.98|7.0|Agent
74698|FRA|40.0|11|471.0|42.0|Agent
74700|FRA|39.0|0|73.81|81.0|Agent
74703|ESP|47.0|0|87.2|1.0|Agent
74704|ITA|47.0|7|271.1|17.0|Agent
74707|GBR|44.0|86|387.0|7.5|Agent
74711|DEU|49.0|244|588.0|117.0|Agent
74713|DEU|53.0|236|352.8|105.7|Agent
74715|ESP|41.0|3|103.2|35.5|Agent
74716|DEU|49.0|236|352.8|166.7|Agent
74718|FRA|54.0|11|123.0|7.0|Agent
74720|FRA|46.0|125|291.6|38.4|Agent
74722|DEU|63.0|65|417.0|41.5|Agent
74724|PRT|37.0|0|119.0|2.0|Agent
74726|ESP|25.0|1|122.55|105.5|Agent
74727|DEU|48.0|178|493.2|76.8|Agent
74730|FRA|61.0|132|176.4|104.8|Agent
74732|FRA|66.0|132|176.4|122.8|Agent
74738|PRT|33.0|0|129.55|29.0|Agent
74740|DEU|30.0|7|326.0|126.0|Direct
74742|ITA|51.0|123|330.75|113.0|Agent
74747|GBR|57.0|34|471.0|42.0|Agent
74749|GBR|39.0|0|119.0|2.0|Agent
74751|DEU|70.0|139|735.0|157.0|Agent
74755|GBR|37.0|10|123.0|7.0|Agent
74757|DEU|54.0|139|735.0|149.0|Agent
74759|DEU|59.0|59|141.0|39.0|Agent
74764|GBR|44.0|41|314.0|28.0|Agent
74766|ESP|42.0|6|113.6|48.0|Agent
74768|FRA|35.0|125|291.6|38.4|Agent
74770|PRT|61.0|1|151.0|14.0|Agent
74772|DEU|46.0|145|264.6|38.4|Agent
74774|GBR|55.0|242|1160.64|152.0|Agent
74780|GBR|54.0|242|1160.64|152.0|Agent
74788|PRT|45.0|0|113.05|2.0|Agent
74789|GBR|55.0|242|386.88|56.0|Agent
74792|PRT|71.0|13|127.0|14.0|Agent
74796|DEU|57.0|164|258.0|26.5|Agent
74797|ESP|24.0|0|109.0|7.0|Electronic
74798|DEU|55.0|5|89.0|14.5|Corporate
74799|ITA|39.0|5|89.0|22.0|Corporate
74805|DEU|42.0|247|522.0|121.0|Agent
74809|ITA|44.0|25|294.0|14.0|Direct
74819|ESP|43.0|4|318.0|43.0|Agent
74827|ITA|59.0|162|476.0|56.0|Direct
74830|ITA|63.0|162|476.0|107.0|Direct
74832|GBR|66.0|158|588.0|113.5|Agent
74842|ITA|48.0|13|284.0|48.0|Agent
74844|DEU|37.0|0|133.0|7.0|Agent
74847|ESP|30.0|1|109.0|10.0|Electronic
74848|DEU|39.0|16|94.0|7.0|Agent
74850|PRT|64.0|0|306.0|28.0|Direct
74852|ESP|71.0|137|258.0|24.0|Agent
74856|DEU|50.0|98|337.0|56.0|Agent
74858|PRT|31.0|1|109.0|7.0|Corporate
74865|ESP|55.0|2|89.0|7.0|Agent
74872|FRA|68.0|130|264.6|133.7|Agent
74876|FRA|70.0|130|264.6|130.2|Agent
74878|FRA|76.0|130|264.6|130.2|Agent
74880|FRA|80.0|130|264.6|186.2|Agent
74881|DEU|42.0|138|374.4|25.6|Agent
74883|DEU|46.0|81|352.8|51.2|Agent
74885|ITA|34.0|101|353.04|179.5|Agent
74894|FRA|37.0|0|177.0|48.0|Agent
74896|DEU|65.0|171|441.0|64.0|Agent
74900|FRA|67.0|9|157.0|86.5|Agent
74902|FRA|57.0|5|189.0|19.0|Electronic
74905|ESP|63.0|40|425.0|6.0|Direct
74912|DEU|44.0|31|816.0|96.5|Agent
74916|PRT|24.0|11|228.56|72.0|Agent
74918|GBR|58.0|21|94.0|7.0|Agent
74920|GBR|61.0|10|268.0|12.0|Agent
74922|DEU|62.0|72|352.8|187.2|Agent
74924|DEU|72.0|72|352.8|192.2|Agent
74925|DEU|55.0|77|516.0|30.5|Agent
74931|DEU|45.0|138|493.2|76.8|Agent
74934|DEU|49.0|241|944.0|96.0|Direct
74938|DEU|58.0|74|264.6|92.9|Agent
74940|FRA|44.0|5|195.0|7.0|Electronic
74946|GBR|54.0|11|489.0|21.0|Electronic
74947|ESP|62.0|21|203.0|14.0|Direct
74949|ESP|38.0|76|487.0|196.0|Direct
74959|GBR|59.0|268|592.2|14.0|Agent
74961|GBR|56.0|268|592.2|79.0|Agent
74965|GBR|45.0|9|477.0|26.0|Agent
74973|DEU|46.0|113|780.0|190.0|Agent
74976|FRA|62.0|134|357.0|42.0|Direct
74978|GBR|60.0|311|352.8|102.7|Agent
74981|GBR|69.0|107|323.44|56.0|Agent
74983|GBR|56.0|69|640.0|70.0|Direct
74987|GBR|32.0|32|772.0|51.0|Agent
74994|DEU|52.0|203|1032.0|167.0|Direct
74997|DEU|42.0|44|217.68|54.0|Agent
74999|DEU|40.0|44|217.68|137.0|Agent
75001|FRA|63.0|10|372.12|53.0|Agent
75009|GBR|69.0|110|388.8|281.95|Agent
75016|ESP|59.0|60|256.0|48.0|Direct
75020|DEU|55.0|65|411.0|51.0|Agent
75024|FRA|69.0|95|441.0|64.0|Agent
75026|GBR|66.0|2|169.0|14.0|Agent
75032|GBR|70.0|124|357.0|166.0|Direct
75034|GBR|56.0|34|491.67|99.0|Agent
75036|ESP|37.0|52|865.0|158.0|Agent
75040|DEU|49.0|55|805.0|102.5|Agent
75042|ESP|45.0|7|238.0|14.0|Agent
75043|ESP|52.0|7|238.0|14.0|Agent
75044|ESP|50.0|7|238.0|14.0|Agent
75045|ESP|42.0|7|238.0|66.0|Agent
75046|DEU|54.0|164|98.0|14.0|Agent
75054|ESP|37.0|7|238.0|14.0|Agent
75060|GBR|51.0|72|216.0|86.5|Agent
75065|ESP|44.0|7|238.0|14.0|Agent
75075|GBR|33.0|17|374.0|28.0|Agent
75087|DEU|53.0|239|417.0|6.0|Agent
75089|DEU|50.0|239|417.0|56.5|Agent
75093|GBR|65.0|42|596.0|35.0|Agent
75095|ESP|50.0|7|1190.0|62.0|Agent
75097|ESP|51.0|7|238.0|14.0|Agent
75111|FRA|48.0|175|296.0|177.5|Agent
75113|FRA|72.0|124|291.6|130.2|Agent
75116|FRA|45.0|1|465.6|72.0|Agent
75120|DEU|54.0|252|617.4|91.1|Agent
75126|FRA|58.0|175|284.0|48.0|Agent
75128|FRA|48.0|175|284.0|28.0|Agent
75130|FRA|58.0|175|284.0|28.0|Agent
75132|DEU|54.0|68|590.0|168.0|Direct
75140|ESP|43.0|7|238.0|14.0|Agent
75144|ESP|56.0|7|238.0|14.0|Agent
75151|DEU|37.0|1|531.0|88.0|Agent
75154|DEU|54.0|268|588.0|91.0|Agent
75156|DEU|34.0|153|1137.0|280.5|Agent
75158|GBR|30.0|62|503.0|116.0|Electronic
75175|FRA|30.0|52|597.4|235.0|Agent
75180|FRA|79.0|124|476.0|69.0|Direct
75182|FRA|29.0|111|411.0|42.0|Agent
75184|FRA|30.0|111|411.0|42.0|Agent
75192|ESP|54.0|132|369.0|105.0|Agent
75205|FRA|58.0|115|685.0|70.0|Agent
75207|FRA|55.0|115|685.0|70.0|Agent
75209|DEU|34.0|116|411.0|66.0|Agent
75226|ITA|54.0|11|197.0|24.0|Agent
75229|ESP|44.0|132|369.0|44.5|Agent
75233|ESP|51.0|132|369.0|42.0|Agent
75235|ESP|44.0|132|369.0|105.0|Agent
75237|ESP|67.0|132|369.0|72.0|Agent
75242|ESP|61.0|132|369.0|174.0|Agent
75244|ESP|46.0|132|369.0|120.0|Agent
75246|ESP|46.0|132|369.0|42.0|Agent
75248|ESP|57.0|132|369.0|132.0|Agent
75250|GBR|48.0|275|441.0|42.0|Agent
75252|ESP|46.0|132|369.0|44.5|Agent
75254|DEU|49.0|290|441.0|80.5|Agent
75256|GBR|45.0|7|159.0|3.0|Agent
75257|GBR|53.0|31|567.0|78.0|Agent
75259|DEU|57.0|20|576.0|42.0|Direct
75265|PRT|39.0|4|203.0|92.0|Agent
75272|DEU|48.0|54|261.0|21.0|Agent
75275|PRT|59.0|2|517.0|43.5|Agent
75277|DEU|60.0|52|1218.75|167.0|Agent
75279|DEU|22.0|53|586.25|35.0|Agent
75280|ESP|69.0|66|492.0|403.0|Agent
75282|ESP|65.0|6|492.0|56.0|Agent
75284|ESP|58.0|6|492.0|176.0|Agent
75286|ESP|44.0|132|369.0|42.0|Agent
75288|ESP|45.0|41|531.0|42.0|Agent
75301|ESP|46.0|132|369.0|75.0|Agent
75303|ESP|45.0|132|369.0|42.0|Agent
75311|DEU|70.0|355|436.8|109.5|Direct
75312|DEU|44.0|355|1742.4|303.0|Direct
75315|PRT|33.0|3|181.0|125.5|Agent
75318|FRA|39.0|115|197.54|20.0|Agent
75323|PRT|58.0|4|167.0|38.0|Agent
75325|FRA|40.0|6|506.4|51.0|Agent
75331|FRA|33.0|0|197.0|187.5|Direct
75333|DEU|34.0|40|830.0|213.0|Agent
75344|PRT|40.0|1|327.0|50.5|Agent
75346|ESP|62.0|132|369.0|132.0|Agent
75350|ESP|38.0|132|369.0|42.0|Agent
75354|ESP|62.0|132|369.0|47.0|Agent
75358|DEU|48.0|135|536.0|86.5|Agent
75362|FRA|43.0|19|175.0|1.0|Direct
75363|DEU|20.0|70|868.2|91.5|Agent
75365|PRT|19.0|5|167.0|21.5|Agent
75367|PRT|18.0|1|999.0|60.0|Agent
75374|ESP|50.0|132|369.0|72.0|Agent
75376|PRT|29.0|4|167.0|24.0|Agent
75377|ESP|40.0|69|127.0|24.0|Agent
75379|ESP|68.0|132|369.0|42.0|Agent
75382|PRT|48.0|3|354.0|28.0|Agent
75388|DEU|43.0|57|193.1|70.5|Agent
75390|DEU|39.0|26|119.0|20.5|Agent
75404|DEU|50.0|41|1043.0|92.5|Agent
75410|GBR|33.0|0|95.2|15.5|Agent
75421|GBR|47.0|12|149.0|1.0|Electronic
75423|ESP|53.0|120|325.68|171.0|Agent
75426|FRA|46.0|157|377.0|81.0|Agent
75430|ITA|20.0|21|1092.0|66.0|Agent
75432|ITA|49.0|21|358.0|114.0|Agent
75439|FRA|61.0|27|636.0|261.5|Direct
75445|DEU|27.0|53|349.6|6.0|Agent
75456|GBR|55.0|331|460.8|101.0|Agent
75462|DEU|32.0|105|714.4|132.0|Agent
75466|PRT|26.0|1|119.0|1.0|Agent
75467|GBR|55.0|331|1382.4|186.0|Agent
75471|GBR|60.0|331|460.8|137.0|Agent
75475|FRA|29.0|28|306.0|336.0|Direct
75485|GBR|51.0|331|460.8|142.5|Agent
75490|GBR|30.0|28|501.0|111.0|Agent
75492|GBR|35.0|49|455.24|33.5|Agent
75501|DEU|54.0|20|127.0|33.0|Agent
75513|GBR|39.0|15|476.0|115.0|Direct
75517|GBR|30.0|153|592.0|67.5|Direct
75519|DEU|62.0|73|232.5|28.0|Direct
75521|DEU|63.0|135|379.0|23.5|Agent
75522|DEU|67.0|135|361.0|42.0|Agent
75524|PRT|40.0|0|659.0|64.0|Agent
75528|DEU|60.0|57|449.0|42.0|Direct
75535|GBR|53.0|11|218.0|14.0|Corporate
75536|FRA|47.0|92|238.0|28.0|Direct
75541|GBR|68.0|10|309.0|421.0|Corporate
75542|DEU|42.0|169|417.2|63.0|Agent
75545|DEU|55.0|169|329.6|101.5|Agent
75548|ITA|41.0|30|656.0|104.0|Agent
75550|PRT|38.0|0|193.0|7.0|Agent
75551|DEU|49.0|169|329.6|79.0|Agent
75553|ITA|34.0|30|656.0|118.0|Agent
75556|DEU|59.0|169|329.6|42.0|Agent
75561|GBR|60.0|149|528.0|110.0|Agent
75573|FRA|54.0|177|1090.62|216.0|Agent
75574|DEU|50.0|80|366.0|74.0|Direct
75579|GBR|58.0|49|278.0|39.0|Agent
75581|FRA|52.0|6|696.0|43.0|Agent
75584|FRA|53.0|6|696.0|126.0|Agent
75597|ITA|47.0|0|109.0|25.35|Corporate
75607|DEU|58.0|101|420.78|63.0|Agent
75612|PRT|38.0|0|228.0|14.0|Agent
75613|ESP|43.0|206|236.0|28.0|Agent
75615|ESP|82.0|206|236.0|28.0|Agent
75617|ESP|65.0|206|236.0|28.0|Agent
75621|ESP|76.0|206|236.0|112.0|Agent
75623|ESP|66.0|206|236.0|28.0|Agent
75625|ESP|65.0|206|236.0|28.0|Agent
75627|ESP|58.0|206|236.0|28.0|Agent
75629|ESP|61.0|206|236.0|28.0|Agent
75633|ESP|43.0|206|236.0|28.0|Agent
75637|ESP|27.0|206|236.0|28.0|Agent
75641|ESP|61.0|206|236.0|28.0|Agent
75643|ESP|60.0|206|236.0|28.0|Agent
75649|ESP|57.0|206|236.0|28.0|Agent
75651|ESP|56.0|206|236.0|28.0|Agent
75653|PRT|48.0|104|384.0|45.0|Agent
75654|ESP|62.0|206|236.0|28.0|Agent
75661|PRT|39.0|0|96.0|17.0|Agent
75688|ITA|70.0|61|357.0|21.0|Agent
75712|ITA|45.0|0|213.0|22.0|Agent
75713|ESP|47.0|0|178.5|7.0|Direct
75715|FRA|72.0|138|792.0|86.5|Agent
75720|DEU|46.0|215|366.0|74.5|Direct
75721|DEU|61.0|215|1098.0|126.0|Direct
75724|DEU|51.0|215|1098.0|126.0|Direct
75725|DEU|28.0|126|613.0|70.0|Direct
75727|FRA|79.0|176|253.8|78.0|Agent
75729|GBR|37.0|172|295.92|114.0|Agent
75735|ESP|42.0|44|357.0|21.0|Agent
75738|DEU|64.0|124|869.0|174.5|Direct
75749|ESP|44.0|206|236.0|28.0|Agent
75762|DEU|44.0|16|544.0|53.5|Agent
75766|DEU|42.0|59|1684.0|140.0|Agent
75773|DEU|49.0|146|1378.35|149.0|Direct
75776|DEU|43.0|89|690.0|105.0|Agent
75782|PRT|23.0|110|384.0|42.0|Agent
75784|DEU|56.0|247|299.52|42.0|Agent
75786|PRT|22.0|110|384.0|42.0|Agent
75788|PRT|23.0|110|384.0|42.0|Agent
75790|PRT|24.0|110|384.0|45.0|Agent
75791|PRT|24.0|110|384.0|42.0|Agent
75793|PRT|23.0|110|384.0|42.0|Agent
75795|PRT|25.0|110|384.0|45.0|Agent
75796|PRT|24.0|110|384.0|42.0|Agent
75798|PRT|24.0|110|384.0|76.0|Agent
75800|PRT|25.0|110|384.0|42.0|Agent
75802|DEU|57.0|247|299.52|42.0|Agent
75808|PRT|25.0|110|384.0|42.0|Agent
75810|PRT|23.0|110|384.0|42.0|Agent
75812|PRT|23.0|110|384.0|42.0|Agent
75814|PRT|23.0|110|384.0|42.0|Agent
75816|DEU|60.0|247|299.52|206.5|Agent
75819|DEU|58.0|106|609.13|335.5|Agent
75822|ITA|59.0|148|1168.0|302.0|Agent
75824|GBR|57.0|42|228.0|14.0|Agent
75825|ITA|64.0|153|1168.0|302.0|Agent
75827|ITA|63.0|153|1168.0|302.0|Agent
75844|DEU|54.0|43|114.0|7.0|Agent
75845|PRT|51.0|21|114.0|7.0|Agent
75849|ESP|38.0|42|228.0|14.0|Agent
75851|DEU|48.0|35|94.0|7.0|Agent
75852|ITA|49.0|21|183.0|7.0|Agent
75853|PRT|27.0|35|94.0|7.0|Agent
75854|PRT|31.0|136|127.0|14.0|Agent
75855|FRA|42.0|145|493.2|76.8|Agent
75858|PRT|43.0|8|60.0|16.0|Corporate
75862|DEU|70.0|62|278.0|32.5|Agent
75866|FRA|43.0|7|183.05|7.0|Agent
75867|DEU|41.0|138|374.56|56.0|Agent
75869|DEU|43.0|138|374.56|56.0|Agent
75871|FRA|67.0|59|579.0|257.5|Direct
75872|PRT|26.0|6|890.0|74.0|Agent
75873|PRT|36.0|6|890.0|74.0|Agent
75874|PRT|39.0|6|890.0|74.0|Agent
75875|PRT|41.0|6|979.0|80.0|Agent
75876|PRT|37.0|6|890.0|74.0|Agent
75878|PRT|26.0|6|890.0|74.0|Agent
75881|PRT|49.0|7|89.0|16.0|Corporate
75884|DEU|48.0|137|636.0|78.0|Agent
75888|DEU|41.0|179|237.9|34.0|Direct
75891|FRA|73.0|98|280.92|42.0|Agent
75893|PRT|27.0|6|890.0|74.0|Agent
75894|PRT|53.0|21|342.0|21.0|Agent
75895|DEU|58.0|43|114.0|7.0|Agent
75897|FRA|65.0|138|246.6|38.4|Agent
75902|ESP|26.0|1|169.5|7.0|Direct
75906|DEU|39.0|10|895.0|35.0|Agent
75909|PRT|27.0|6|890.0|74.0|Agent
75911|FRA|53.0|8|114.0|7.0|Agent
75920|ITA|60.0|148|1168.0|374.5|Agent
75926|FRA|70.0|211|220.0|28.0|Direct
75930|PRT|55.0|0|140.0|1.0|Direct
75932|DEU|72.0|278|348.0|56.0|Agent
75934|DEU|65.0|143|860.4|166.5|Agent
75937|PRT|32.0|35|274.0|28.0|Agent
75939|PRT|42.0|35|274.0|28.0|Agent
75941|PRT|44.0|35|274.0|28.0|Agent
75944|PRT|46.0|35|274.0|28.0|Agent
75946|PRT|45.0|35|274.0|28.0|Agent
75948|PRT|44.0|35|274.0|99.0|Agent
75950|PRT|32.0|35|274.0|67.0|Agent
75954|PRT|40.0|35|274.0|28.0|Agent
75956|PRT|28.0|35|274.0|28.0|Agent
75958|PRT|58.0|35|274.0|28.0|Agent
75960|PRT|45.0|35|274.0|28.0|Agent
75962|PRT|34.0|35|274.0|28.0|Agent
75964|PRT|34.0|35|274.0|28.0|Agent
75966|PRT|39.0|35|274.0|28.0|Agent
75969|PRT|41.0|35|274.0|28.0|Agent
75971|PRT|56.0|35|274.0|28.0|Agent
75977|DEU|39.0|172|494.0|56.0|Direct
75980|DEU|52.0|11|612.8|91.0|Agent
75982|DEU|74.0|355|1296.0|104.0|Agent
75984|PRT|35.0|14|356.0|60.0|Corporate
75992|PRT|51.0|5|177.0|29.5|Corporate
75993|FRA|24.0|58|664.24|217.5|Agent
75998|DEU|75.0|355|388.8|51.2|Agent
76000|DEU|69.0|43|617.4|89.6|Agent
76004|PRT|50.0|43|177.0|21.0|Corporate
76014|PRT|48.0|0|217.0|24.0|Agent
76023|PRT|75.0|13|176.0|14.0|Direct
76027|FRA|54.0|51|461.0|128.5|Agent
76029|DEU|23.0|181|705.0|70.0|Agent
76031|DEU|65.0|260|486.0|76.5|Agent
76033|ITA|45.0|28|145.24|9.5|Agent
76034|DEU|49.0|260|486.0|84.0|Agent
76036|DEU|63.0|78|367.92|189.5|Agent
76042|DEU|74.0|355|388.8|51.2|Agent
76048|GBR|59.0|46|680.0|119.0|Electronic
76052|DEU|61.0|108|256.0|28.0|Direct
76056|GBR|41.0|11|642.2|18.0|Agent
76061|DEU|57.0|21|342.0|21.0|Agent
76063|DEU|60.0|68|1358.0|238.5|Corporate
76064|DEU|33.0|6|215.0|1.0|Direct
76067|DEU|49.0|194|98.0|69.5|Agent
76069|ESP|21.0|42|137.0|54.0|Agent
76071|GBR|56.0|74|730.2|70.0|Direct
76073|DEU|64.0|49|612.0|56.0|Direct
76074|PRT|45.0|17|159.0|18.0|Direct
76075|DEU|46.0|336|137.0|646.0|Agent
76078|DEU|49.0|336|98.0|26.0|Agent
76086|DEU|35.0|125|498.0|84.0|Direct
76098|DEU|33.0|46|534.0|44.5|Corporate
76099|DEU|54.0|45|785.0|207.5|Agent
76101|ITA|42.0|161|285.84|84.0|Agent
76119|GBR|60.0|321|319.2|115.75|Agent
76121|GBR|65.0|321|319.2|123.75|Agent
76125|FRA|73.0|116|388.8|59.7|Agent
76127|FRA|53.0|136|176.4|25.6|Agent
76129|FRA|52.0|136|176.4|25.6|Agent
76131|DEU|49.0|129|225.5|31.0|Agent
76133|FRA|38.0|125|288.0|16.0|Agent
76134|DEU|48.0|112|768.11|192.0|Agent
76142|DEU|50.0|208|462.0|70.0|Agent
76145|DEU|52.0|208|462.0|78.0|Agent
76151|DEU|32.0|125|288.0|16.0|Agent
76155|PRT|38.0|125|288.0|16.0|Agent
76156|DEU|55.0|208|462.0|70.0|Agent
76158|DEU|39.0|272|1444.0|392.0|Direct
76161|DEU|50.0|257|897.75|108.5|Agent
76164|DEU|59.0|167|1325.74|209.0|Agent
76166|DEU|52.0|208|462.0|70.0|Agent
76169|DEU|55.0|42|888.0|217.5|Direct
76174|PRT|37.0|110|572.4|704.0|Direct
76177|PRT|67.0|1|198.0|281.0|Direct
76186|FRA|44.0|5|414.0|71.0|Agent
76188|PRT|41.0|8|111.5|14.0|Direct
76193|DEU|58.0|271|408.0|42.0|Agent
76195|FRA|25.0|132|176.4|67.1|Agent
76197|GBR|54.0|182|421.0|42.0|Agent
76199|PRT|74.0|102|122.1|1118.0|Direct
76201|DEU|37.0|50|84.6|2.0|Agent
76203|DEU|32.0|63|795.0|87.5|Agent
76206|DEU|42.0|197|108.72|12.0|Agent
76222|GBR|61.0|210|258.0|33.5|Agent
76243|FRA|56.0|296|354.0|42.0|Agent
76248|FRA|39.0|34|279.0|57.0|Direct
76252|PRT|42.0|3|239.0|24.0|Direct
76254|ITA|51.0|25|591.0|42.0|Agent
76258|ESP|40.0|331|119.0|31.0|Corporate
76259|FRA|38.0|58|531.0|140.0|Agent
76261|GBR|59.0|1|651.0|72.0|Agent
76265|ESP|45.0|2|265.0|31.0|Agent
76271|FRA|55.0|296|354.0|42.0|Agent
76273|FRA|66.0|67|628.0|56.0|Agent
76275|GBR|54.0|136|333.6|114.0|Agent
76277|FRA|68.0|67|628.0|193.0|Agent
76279|FRA|60.0|296|354.0|42.0|Agent
76281|DEU|20.0|48|608.0|56.0|Agent
76284|ESP|67.0|41|576.0|114.5|Agent
76286|ESP|43.0|100|482.0|40.0|Agent
76291|FRA|57.0|296|354.0|42.0|Agent
76293|FRA|52.0|296|354.0|68.5|Agent
76295|ITA|51.0|63|1503.0|484.5|Agent
76301|GBR|35.0|6|474.0|57.0|Agent
76304|ESP|54.0|11|246.0|28.0|Direct
76306|ESP|51.0|47|775.0|70.0|Agent
76316|FRA|41.0|110|147.0|182.0|Agent
76318|ITA|62.0|61|477.0|13.5|Agent
76323|DEU|65.0|179|493.2|76.8|Agent
76328|GBR|50.0|58|472.0|28.0|Agent
76330|DEU|34.0|67|334.0|28.0|Agent
76332|FRA|24.0|296|354.0|42.0|Agent
76334|FRA|54.0|296|342.0|54.5|Agent
76335|FRA|42.0|296|354.0|42.0|Agent
76337|FRA|55.0|296|354.0|42.0|Agent
76339|FRA|52.0|296|354.0|128.5|Agent
76341|FRA|34.0|296|354.0|42.0|Agent
76343|FRA|30.0|296|354.0|42.0|Agent
76345|FRA|28.0|296|354.0|276.0|Agent
76347|FRA|32.0|296|354.0|42.0|Agent
76349|FRA|59.0|296|354.0|42.0|Agent
76351|FRA|60.0|296|354.0|42.0|Agent
76353|GBR|40.0|263|256.0|82.0|Agent
76355|GBR|36.0|133|417.0|138.0|Agent
76357|FRA|28.0|296|354.0|42.0|Agent
76359|FRA|31.0|296|354.0|42.0|Agent
76361|GBR|41.0|263|256.0|4.0|Agent
76363|FRA|60.0|296|342.0|21.0|Agent
76364|GBR|45.0|263|256.0|50.5|Agent
76366|FRA|27.0|296|354.0|99.2|Agent
76369|PRT|54.0|1|204.8|37.2|Direct
76371|FRA|41.0|296|354.0|44.5|Agent
76373|FRA|31.0|296|354.0|120.0|Agent
76385|GBR|34.0|188|274.0|28.0|Agent
76387|GBR|40.0|263|256.0|42.0|Agent
76389|GBR|49.0|92|324.0|42.0|Agent
76391|FRA|53.0|296|354.0|54.0|Agent
76395|GBR|51.0|106|324.0|622.1|Agent
76397|FRA|53.0|130|176.4|67.1|Agent
76399|ITA|80.0|63|645.0|145.0|Agent
76401|PRT|44.0|1|430.0|79.0|Direct
76406|ITA|37.0|23|591.0|42.0|Agent
76408|ESP|56.0|2|462.0|76.0|Agent
76425|GBR|39.0|86|436.0|28.0|Electronic
76426|ESP|51.0|25|696.0|72.0|Agent
76428|GBR|53.0|181|622.0|70.0|Direct
76435|DEU|78.0|17|121.6|38.0|Agent
76439|PRT|27.0|5|118.0|27.0|Corporate
76441|DEU|36.0|2|1070.05|105.65|Agent
76443|DEU|55.0|212|348.0|27.0|Direct
76444|DEU|57.0|238|508.0|83.0|Direct
76446|DEU|66.0|289|291.6|38.4|Agent
76448|FRA|30.0|103|288.0|28.0|Agent
76450|FRA|25.0|127|176.4|31.1|Agent
76452|DEU|69.0|283|345.6|38.4|Agent
76454|DEU|59.0|238|508.0|97.0|Direct
76456|DEU|72.0|289|307.8|19.2|Agent
76457|DEU|67.0|210|348.0|80.5|Direct
76458|DEU|54.0|283|264.6|38.4|Agent
76461|DEU|48.0|210|348.0|82.0|Direct
76465|DEU|61.0|283|291.6|38.4|Agent
76467|DEU|56.0|289|291.6|44.9|Agent
76469|DEU|54.0|210|348.0|27.0|Direct
76470|DEU|49.0|210|348.0|162.5|Direct
76471|DEU|50.0|210|348.0|27.0|Direct
76474|DEU|49.0|210|348.0|95.5|Direct
76475|GBR|74.0|0|153.0|7.0|Agent
76476|GBR|49.0|181|339.0|6.0|Direct
76482|DEU|53.0|45|288.0|54.0|Agent
76487|PRT|30.0|48|447.0|42.25|Direct
76488|DEU|55.0|283|345.6|38.4|Agent
76492|DEU|51.0|35|206.0|27.0|Agent
76503|GBR|43.0|81|715.0|227.25|Agent
76505|DEU|61.0|283|264.6|38.4|Agent
76507|GBR|20.0|30|537.0|21.0|Direct
76508|GBR|34.0|159|715.0|251.5|Agent
76510|PRT|40.0|1|582.0|344.0|Direct
76518|PRT|42.0|0|150.0|2.0|Direct
76527|GBR|45.0|157|795.4|322.0|Direct
76532|GBR|40.0|24|603.0|104.0|Agent
76538|DEU|64.0|251|408.0|96.5|Agent
76540|DEU|31.0|251|1224.0|126.0|Agent
76544|DEU|33.0|6|230.4|65.0|Agent
76546|FRA|56.0|38|196.0|76.0|Agent
76550|DEU|53.0|204|404.96|56.0|Agent
76552|GBR|54.0|270|585.0|93.5|Agent
76554|GBR|41.0|196|516.0|60.5|Agent
76560|GBR|30.0|102|370.0|100.5|Agent
76563|FRA|48.0|43|755.0|274.0|Direct
76565|FRA|37.0|79|439.0|90.0|Direct
76567|FRA|42.0|17|127.92|14.0|Agent
76569|GBR|64.0|19|909.6|170.0|Agent
76572|GBR|54.0|179|645.0|130.0|Agent
76578|GBR|51.0|179|645.0|118.0|Agent
76580|GBR|46.0|179|645.0|34.0|Agent
76584|FRA|37.0|67|397.0|6.0|Agent
76601|GBR|30.0|14|222.4|129.0|Agent
76603|GBR|52.0|270|584.0|99.0|Agent
76607|GBR|51.0|2|244.36|80.85|Agent
76618|DEU|59.0|248|952.0|98.0|Agent
76634|PRT|66.0|139|351.6|422.6|Agent
76642|ESP|48.0|5|149.0|1.0|Electronic
76643|PRT|39.0|83|714.0|42.0|Corporate
76644|DEU|35.0|20|357.0|21.0|Corporate
76645|FRA|54.0|24|298.0|42.0|Agent
76646|FRA|52.0|24|298.0|100.5|Agent
76649|FRA|76.0|133|176.4|35.1|Agent
76661|ESP|49.0|5|132.58|7.0|Agent
76665|PRT|73.0|54|291.6|197.4|Agent
76667|ESP|47.0|5|132.58|7.0|Agent
